Fecha,CantidadML,Moneda
1910-06-24,182.77ml,JPY 128.2
"Mar 6, 1941",601.26ml,EUR 4383.38
03/26/1903,155.93L,USD 6195.54
29-02-2009,1628.5ml,JPY 5508.13
1969-06-14,103.99ml,EUR 4277.79
02-02-2021,1014.83L,¥2525.95
06/26/1920,1498.75ml,€2811.31
08/05/2006,615.01L,USD 1676.52
1901-01-07,1604.98ml,EUR 7798.66
"Abr 22, 1902",1833.66ml,USD 2784.91
14-03-1999,512.17ml,€5539.64
1968-07-01,1169.9ml,€1690.79
09/02/1939,1652.99L,£4691.88
"Julio 18, 1950",828.22L,€4573.48
17-11-1915,1448.56ml,¥938.39
16-08-1931,293.42L,€753.71
05/10/2018,334.84L,GBP 9332.88
"12, Septiembre, 2013",364.74ml,$3453.32
"Ene 25, 1918",1449.23ml,£8412.02
"26, Abril, 2025",1429.17L,GBP 4092.42
"Dic 30, 1983",468.39ml,€8949.56
10/15/2000,1421.99ml,£1704.3
"Sep 13, 1903",1856.47ml,£6304.31
"27, Septiembre, 1975",141.01L,USD 7438.94
2013-07-04,1834.04ml,€1531.64
23-08-1985,1106.67ml,€7569.16
08-11-1925,705.43ml,£2240.81
"5, Abril, 1982",1494.79ml,GBP 677.53
08-05-1920,1137.76ml,£7165.14
"20, Oct, 1911",1923.36ml,¥7167.99
08-10-1980,218.76ml,USD 6692.07
1903-04-06,1785.3L,EUR 1989.94
11-10-1962,61.89L,€2870.65
05/06/1929,151.15L,€96.81
08-12-1917,223.03L,USD 5474.99
16-09-1951,699.9ml,¥297.41
01/27/1999,1730.71ml,£6544.56
03-12-2025,139.24ml,JPY 299.11
03-04-1943,1762.99L,EUR 7780.01
"Enero 28, 2020",1438.79L,¥9238.62
"19, Feb, 2011",1162.24ml,$196.25
01/06/1905,59.19L,GBP 6280.94
1952-03-25,1331.38L,EUR 4382.19
"22, Abr, 1958",1614.49ml,$5923.97
"Septiembre 11, 1998",1182.19L,EUR 3511.8
1917-01-23,1494.28ml,£2443.85
1949-04-20,85.8L,EUR 2813.86
"4, Sep, 1995",773.96L,JPY 1718.62
2010-12-06,889.36L,¥31.39
1924-07-08,1548.97ml,GBP 1032.83
"Jun 28, 1935",1779.36L,€9848.19
"Jun 16, 2019",1138.02L,$7974.15
08-04-2009,1784.82ml,€4702.69
04/01/1927,1349.32ml,£5131.02
"Mayo 28, 1964",411.88ml,¥4869.85
1976-07-24,73.15ml,USD 4722.66
07/30/1903,1244.67L,£2755.69
1939-10-30,1305.03ml,USD 5877.81
28-09-1905,425.25L,JPY 6255.76
"5, Nov, 1953",1107.88L,¥310.02
"17, Mayo, 1983",1801.52L,EUR 4722.4
11/18/2015,1712.21ml,USD 4451.78
30-07-1901,1992.03ml,GBP 3129.88
07/27/1987,621.48ml,JPY 5534.29
11-05-1951,248.63L,£6428.32
"Junio 6, 1950",85.21L,€6318.16
20-04-1956,1858.94L,¥3003.77
1924-01-15,1395.14L,GBP 1789.63
01/29/1983,788.87ml,GBP 4232.73
03/12/1921,805.14ml,USD 2475.05
06/17/2015,150.49L,GBP 4564.52
09/10/2004,868.08ml,USD 2675.7
10-01-2013,1682.23L,EUR 3891.73
1902-05-12,654.8L,USD 5517.11
07/31/1974,293.17L,GBP 6003.51
18-12-1946,978.25ml,$5477.5
21-07-1991,149.13L,GBP 4856.89
"May 18, 1916",1564.28ml,¥2381.23
04-10-1973,148.57L,GBP 2177.47
1908-01-26,765.66L,€390.88
"24, Feb, 1962",384.54L,£3130.25
"Abr 3, 2024",554.9L,£6337.71
06/05/1961,1736.55L,€3936.09
1934-06-29,550.57L,¥409.08
"Abr 4, 1950",48.12L,$6690.19
"Mayo 17, 1966",1776.13ml,GBP 578.68
09/05/2023,1780.24ml,USD 6588.35
1919-02-31,37.76ml,GBP 8881.81
"10, Abril, 1956",1984.08ml,GBP 142.43
08/07/2025,4.78L,€1119.59
"21, Dic, 1917",56.49L,GBP 5486.92
10-12-1997,1764.04ml,¥6376.76
1950-08-02,876.07L,$3824.13
05-05-1941,1919.98L,€2530.44
"24, Septiembre, 1962",1653.26L,USD 1206.52
"Mayo 25, 2014",1220.42L,EUR 3351.74
04/08/1943,1567.3ml,$88.67
"Ago 3, 1949",753.23ml,JPY 337.33
1916-08-11,1128.43L,USD 386.34
2020-11-08,1503.19L,€5485.15
"4, Jun, 2001",1992.7L,€9857.02
03/02/1967,1127.53ml,$5474.25
"14, Feb, 1977",1612.54ml,$8275.77
1995-02-24,1507.43L,€2342.47
22-06-1920,1299.82ml,GBP 1846.07
01/08/1991,124.46ml,USD 4182.95
1900-04-21,1885.28L,GBP 1503.4
2007-08-07,1443.64ml,EUR 3510.93
03-12-1995,1191.93ml,€1026.29
1935-01-15,328.99ml,EUR 1532.78
"20, Dic, 2002",31.41ml,JPY 1383.48
25-06-1993,1002.99ml,EUR 4399.85
"12, Mayo, 1916",352.95ml,GBP 2102.58
12/14/1907,416.99L,GBP 3687.85
04-04-1989,1150.27ml,GBP 3393.64
1964-09-06,1590.3ml,GBP 8905.43
1981-12-25,70.28ml,€5797.49
1921-10-26,1244.79ml,€1852.78
2013-02-02,440.74ml,$7936.27
04-09-1972,3.28ml,£1317.33
"5, Febrero, 1949",747.54L,GBP 450.79
20-12-1929,1241.32L,£1663.33
"Feb 7, 1939",421.7L,USD 6223.0
11/10/1971,62.12L,$5801.34
28-02-2023,1514.8L,€9250.08
11/04/2001,1590.4ml,€9110.49
31-08-2021,1394.82L,USD 8616.59
02/03/2005,976.89ml,JPY 6455.72
06/21/2007,1826.24ml,¥7339.78
1940-08-24,323.59ml,$7359.08
31-05-1954,1602.1ml,EUR 7697.13
05-10-1964,1097.32ml,$6888.07
"Mayo 4, 1941",1611.67L,USD 4177.09
"13, Oct, 1997",1786.57ml,$7062.31
1984-09-09,647.17ml,USD 8515.8
"Ene 13, 1972",874.91ml,USD 8723.14
"8, Julio, 1932",540.88L,EUR 9428.05
05/13/1996,655.54L,£9949.72
"14, Marzo, 1901",1922.59L,€6015.26
"27, Nov, 2001",1735.91ml,£9138.97
02-08-1977,1367.84L,¥8378.46
1907-12-31,1698.87ml,USD 1923.47
04/30/2003,595.86L,USD 9222.54
1984-10-17,329.97L,£7380.93
01/07/2006,1744.12L,EUR 4497.14
"14, Diciembre, 1940",1259.34ml,USD 1448.24
"Mayo 18, 1988",930.92L,EUR 9561.07
2023-08-08,1762.5L,¥2862.67
"Agosto 5, 1954",992.24ml,$1196.7
1994-01-05,217.35L,JPY 8747.67
01/30/1933,1332.12ml,€9780.65
"23, Mar, 1959",606.73L,USD 7133.08
"Abr 17, 2025",1164.05L,JPY 8146.93
"Septiembre 30, 1917",902.8ml,JPY 8693.78
06/10/1904,1948.36L,EUR 8774.48
"Octubre 2, 1929",1489.48ml,€6800.63
12/07/1977,58.02L,£3046.18
17-02-1970,1382.95ml,GBP 1242.22
"Diciembre 15, 2009",1884.98L,GBP 3637.74
"Julio 7, 1926",1911.52ml,¥1529.14
"20, Enero, 2016",1090.63L,USD 9665.8
"Ago 19, 1988",1855.94ml,¥617.12
"Diciembre 14, 2019",1908.03ml,¥5631.92
2004-07-19,215.31ml,GBP 6117.88
"May 7, 1989",1830.44L,€970.78
08/28/1936,1130.9L,£3015.92
"12, Jul, 1927",1119.89L,USD 9429.26
"Oct 15, 2016",202.04L,GBP 1654.73
1910-08-12,1984.29L,EUR 3037.45
1903-08-08,551.89L,¥8281.99
1969-08-04,549.23ml,GBP 1732.23
1972-04-03,1995.83L,€3974.56
"5, Jul, 2007",1989.46ml,EUR 8589.47
1939-11-14,82.93L,JPY 2370.73
1902-08-01,1486.08L,GBP 7454.95
"30, Feb, 1969",477.71ml,¥7921.88
"Ago 7, 1968",90.79L,$5334.22
"Mar 31, 1908",174.56L,GBP 8627.4
01-06-1981,505.21L,¥6876.36
"Dic 13, 2006",847.5ml,£8370.07
24-03-1935,667.26L,GBP 655.62
"18, Ago, 1900",1231.06L,EUR 3988.87
03/29/1912,1748.09L,JPY 4823.87
1963-11-10,1933.42L,USD 6461.38
"29, Febrero, 2004",828.96L,JPY 4070.06
12/30/1946,467.03ml,$5629.67
01/23/1938,1831.96L,JPY 2954.9
06/17/1958,896.61ml,£8204.43
1989-06-11,782.29L,EUR 5887.38
07-07-2012,1229.54ml,£6613.22
"Abril 7, 2020",1290.97L,JPY 9409.31
25-07-1983,181.58L,GBP 9771.99
"22, May, 1994",196.58L,£5383.88
1952-09-12,1685.7ml,JPY 8576.59
1997-02-07,1161.26L,GBP 7721.91
1919-08-03,41.86ml,USD 1929.24
2008-07-04,397.83ml,¥7662.31
"May 18, 1927",1178.3L,GBP 5271.07
07/11/1964,489.53L,€6786.45
1923-04-31,569.1ml,€1788.94
25-06-1995,1251.45ml,EUR 1831.18
09/13/1925,1780.55L,€2257.5
20-03-1903,1581.57L,USD 4114.25
"Diciembre 25, 2013",1464.26L,¥1563.3
09/07/1926,1437.66ml,¥6731.06
"Mayo 8, 1918",1271.54L,¥5521.02
19-02-1931,407.2L,USD 1687.32
2009-12-03,1412.45ml,GBP 1232.04
"4, Mar, 1984",1395.15L,USD 9450.15
11/04/1901,1472.65ml,EUR 8144.3
08/24/1984,1999.06L,$2963.95
1935-11-02,85.58ml,¥8003.27
"10, Feb, 2008",665.41ml,$9859.35
"Ago 18, 2006",1659.23ml,£1759.4
1956-01-25,853.61ml,$5542.92
"9, Nov, 1966",1287.41ml,EUR 8125.89
"24, Septiembre, 1966",635.1L,$6911.36
"2, Marzo, 1935",921.09ml,EUR 4337.0
1944-09-13,210.33L,GBP 6740.57
1915-01-18,1676.59L,€8442.31
1998-02-11,313.7ml,JPY 2920.55
14-06-2018,467.32ml,EUR 7576.27
13-12-1918,1191.82L,$7943.16
"Feb 28, 1957",1093.49ml,USD 3903.36
10/29/1980,464.55ml,€7245.37
1922-08-30,86.46L,EUR 3620.21
"Dic 6, 1985",746.96L,GBP 3800.19
"Ene 27, 2005",1517.88L,¥6868.25
20-02-1970,9.67L,EUR 5027.56
"Octubre 31, 1962",620.11L,USD 4753.58
11/03/1916,1332.7L,EUR 9347.98
04/09/1988,269.42L,¥6243.14
"Jul 7, 1929",363.96L,€9774.37
1998-10-24,530.15ml,€9387.69
"17, Ene, 1990",588.07ml,EUR 3639.44
1977-08-03,1236.57ml,GBP 4599.08
"Dic 22, 1970",1494.92ml,EUR 7989.19
19-02-2009,1535.68L,USD 8782.02
"Enero 16, 1901",1745.66L,GBP 651.02
1927-02-09,403.51ml,JPY 7398.73
20-02-1998,1002.26ml,USD 8784.09
31-03-1990,1678.77ml,EUR 9889.61
10/17/1955,1485.6ml,EUR 1116.36
"Nov 23, 1999",76.18ml,¥4408.15
2025-07-07,399.5ml,USD 7255.23
08-09-1958,1970.18L,€7945.24
14-03-1906,803.77ml,USD 5517.18
08/20/1951,1594.61ml,USD 6089.95
1962-02-25,1025.04L,GBP 7012.76
1957-08-09,1494.08L,¥9035.25
07/15/1931,742.38L,JPY 3385.4
"Ago 30, 1920",1724.47L,USD 8507.66
02-08-1915,631.47ml,£9399.76
21-04-1927,1865.01L,$193.66
2021-08-28,841.21L,USD 4529.2
1938-02-25,1637.91ml,¥4704.04
"Mar 12, 2019",999.92ml,EUR 5400.38
"Abr 24, 2010",999.19L,€5223.97
"Abril 12, 1968",1172.82ml,€7449.55
"11, Mar, 1936",412.26ml,¥5577.69
07/11/2017,1419.02ml,$2164.97
1932-10-30,789.33ml,USD 5190.84
09/15/1946,1266.12ml,JPY 9781.98
"16, Julio, 1963",329.68ml,JPY 8161.57
"Feb 13, 1977",1908.85L,£9277.91
1926-03-25,1407.83ml,¥5908.8
"30, Mayo, 1928",543.03ml,USD 8490.53
"25, Marzo, 1905",1053.71ml,JPY 2489.09
02-02-1968,758.63ml,$1782.22
"May 27, 1999",1036.96ml,USD 7696.79
06/15/1900,577.59L,EUR 1226.01
03/25/1974,518.12ml,JPY 9742.71
06/06/1976,1691.15ml,$2194.13
"24, Jul, 2014",1377.46ml,¥6233.89
"Abr 9, 1990",175.04ml,£5561.82
02/28/1970,1391.91L,$2624.38
04-11-1915,1386.36L,$7655.56
1967-05-04,665.29L,GBP 5562.82
11/14/1965,1729.95L,$6006.96
"Junio 17, 1912",1164.0L,EUR 133.1
"19, Marzo, 1975",1907.05L,£6327.66
"Ene 19, 1982",1414.74ml,$1765.28
18-03-2003,1529.6ml,JPY 3004.77
"5, Dic, 1922",664.43L,€704.72
30-05-2002,1269.04L,£5881.77
2025-04-29,1891.07L,EUR 1007.3
02-10-2021,145.62ml,GBP 5455.1
1929-05-27,1356.9L,GBP 6152.52
04/22/1915,166.5L,EUR 8021.29
23-05-1978,1728.72L,GBP 7198.94
09-03-2011,94.54ml,EUR 9999.47
19-06-1996,1527.17ml,JPY 3456.0
"Abril 10, 2003",764.87ml,GBP 3017.04
"Dic 2, 1953",462.17L,¥6591.36
07/26/1949,1951.44L,EUR 1768.02
"Ene 2, 1905",606.62ml,£5341.21
03/16/1966,1618.85L,USD 5133.45
"Julio 21, 1987",1659.76ml,EUR 9097.73
08-08-1917,876.64ml,£7558.47
27-09-1989,517.2ml,€3945.96
28-11-2006,1685.84L,£8174.46
01-02-1911,82.77ml,GBP 450.17
08/18/2006,1155.48L,JPY 3845.08
2003-07-29,1260.28L,£8330.6
08/12/1933,1807.56L,USD 3597.76
13-04-1991,219.21L,$916.22
"15, Diciembre, 1998",1327.07L,JPY 8861.31
02-07-1950,1812.55L,€8104.53
"5, Feb, 1912",963.34ml,GBP 842.27
1951-01-07,1366.38L,€6582.28
"Julio 31, 1920",1319.44L,£4098.53
03/29/2002,768.77ml,JPY 8520.03
11/28/2025,221.16ml,€6690.31
1936-02-28,213.23L,EUR 4017.27
"21, Ago, 2005",1316.69L,£6347.47
08/21/1913,1649.46ml,GBP 5901.9
"Agosto 25, 1980",329.82ml,¥5834.51
09/23/1905,1213.67L,€9685.42
1984-03-25,1699.99L,USD 6472.29
1985-07-29,893.0ml,JPY 3087.07
02/10/1910,1229.19L,EUR 3759.34
26-03-1945,1208.68L,JPY 9325.21
1937-02-21,59.14L,¥5500.49
"29, Febrero, 1968",921.25ml,€7429.43
30-12-1924,878.57L,€8920.3
"26, Jun, 1925",1820.9L,£2262.98
06/04/1941,670.83L,EUR 5980.7
"22, Noviembre, 1946",574.49L,$2108.14
13-11-1965,1803.0L,JPY 4358.02
"Noviembre 27, 1937",1277.26L,EUR 8666.82
"Jun 2, 1928",267.81L,GBP 4688.08
27-04-1913,1796.76ml,EUR 5585.68
2009-02-09,981.29ml,GBP 285.57
"Octubre 19, 1926",422.86L,GBP 6407.04
"8, Noviembre, 1936",708.94ml,USD 8607.76
10/04/1950,280.93L,EUR 9087.52
"Mar 4, 1942",946.79ml,USD 1393.16
08/18/1930,1728.66L,€6269.23
"Ene 3, 1978",757.45ml,€2717.88
"2, Febrero, 1963",1156.94ml,€3809.58
07/07/2021,1734.54ml,EUR 5979.79
04/02/1988,1947.42L,EUR 7374.99
"Mayo 7, 1990",1206.15ml,JPY 2728.66
"Abril 26, 1952",313.69ml,$9645.13
02-01-2000,1108.71ml,€2470.67
11-02-1979,488.4L,€9360.93
07/30/2010,1924.67L,$7465.74
"23, Mayo, 1985",1428.4ml,EUR 2459.72
11/18/1963,1017.72L,£8486.53
08/20/1914,199.91ml,€9786.14
1915-08-25,1883.51ml,EUR 6105.99
18-09-1988,1690.63L,JPY 8624.94
"11, Oct, 1990",372.58ml,€963.47
05/25/1954,1575.4L,¥9355.08
24-01-1913,723.57L,€7146.51
"Junio 14, 2000",1032.69L,JPY 3657.02
"9, May, 1933",435.93ml,USD 2107.94
24-01-1908,1176.5L,GBP 3855.09
1952-02-24,999.75ml,GBP 7469.95
06/13/2019,37.15L,JPY 818.09
08/24/2018,564.33L,USD 9235.96
01-06-1954,667.36ml,¥1907.22
04/06/1968,5.54L,USD 2678.14
1929-04-30,1969.47ml,£2340.75
02/09/2012,359.69L,EUR 8836.29
21-06-1986,463.04ml,¥7625.51
07/23/2010,1806.53ml,EUR 4060.9
"Agosto 8, 1927",1181.23L,£9029.54
03-01-1997,1844.76L,USD 8257.98
24-03-2013,1728.59ml,$1170.83
"14, Abril, 1973",86.28L,$553.77
11/07/1976,1447.01ml,USD 3531.15
1973-01-18,1503.67ml,€550.16
"18, Oct, 2021",1805.87ml,JPY 4494.14
04-04-2004,213.99L,JPY 8952.23
1975-02-22,391.46L,€9023.69
"Noviembre 30, 1957",873.65ml,JPY 5194.73
29-03-1912,916.75L,£3556.89
"25, Mar, 1939",1100.68L,£3029.17
09/11/2023,112.62L,USD 5331.99
"5, Mayo, 2005",1304.91L,JPY 7255.93
"29, Septiembre, 1978",1346.11L,€287.01
1933-03-16,908.88ml,GBP 3253.44
06/19/1983,1097.27ml,GBP 4494.9
01/11/1969,1562.18L,EUR 310.65
"12, Sep, 2019",411.65L,JPY 6139.47
1979-03-20,1392.56L,¥7069.7
05/22/1944,759.75ml,JPY 2543.95
"4, Octubre, 2023",980.61L,GBP 6086.65
1986-05-07,1684.61ml,£9833.08
11/05/1967,1265.79ml,¥9988.19
"12, Oct, 1949",740.88ml,GBP 7199.6
04/28/1972,795.95ml,GBP 3749.43
"Febrero 2, 2021",1401.7L,JPY 5441.1
05/09/2002,1309.08ml,¥4281.84
1906-12-27,993.92ml,GBP 3738.77
"Ago 15, 1983",540.0ml,$6775.66
"14, Noviembre, 1909",1641.74L,JPY 7173.06
10/27/1960,76.02ml,EUR 8304.27
25-07-1934,1335.97ml,$7569.79
"8, Febrero, 1978",934.17L,¥2885.18
2001-03-08,1675.23L,£9931.64
01-08-2021,1570.35L,EUR 9707.49
"5, May, 1961",1901.07ml,€1520.24
"21, Sep, 1974",500.98L,EUR 6623.53
"Julio 20, 1924",727.26ml,€3671.19
"Feb 16, 1933",1870.55ml,EUR 2102.58
09-01-2011,1664.8L,GBP 5841.74
2009-01-09,880.01L,€497.75
1912-10-27,1495.05L,€8219.89
1922-12-01,1992.87ml,USD 5662.71
"Mayo 5, 1940",859.22ml,$6091.55
26-02-1983,437.28L,EUR 4480.79
"11, Enero, 1934",572.19L,GBP 1406.97
"Nov 30, 2014",101.59L,EUR 9583.66
"22, Mayo, 1907",631.49ml,JPY 1990.07
"May 4, 2009",91.51L,$6477.28
"20, Ago, 1977",60.88L,JPY 8371.56
1945-12-09,1856.62L,USD 505.45
"Ago 9, 1957",336.72L,¥2604.32
03/11/1930,1075.14ml,¥1653.1
"Abril 17, 2010",1085.2ml,GBP 5103.08
"Enero 10, 1999",1146.83ml,JPY 6909.76
1942-11-11,303.91ml,£188.4
30-07-1997,1910.98L,€9042.06
"Mar 4, 2020",1570.86ml,GBP 6777.4
"Noviembre 31, 1935",784.87L,€5230.47
20-09-1958,637.39L,$1658.21
"Ene 2, 1952",667.55L,GBP 3418.11
15-11-1942,673.29L,£5719.82
"Feb 26, 1953",547.34ml,EUR 5349.08
1954-05-16,770.3L,€8040.79
2025-01-15,985.44L,$9438.94
26-09-1934,1633.33L,€8581.3
03-06-2009,29.24L,€2010.93
13-03-1962,1908.84ml,JPY 9807.18
1931-10-23,541.16ml,€1740.94
2003-06-28,812.75ml,GBP 2805.58
"12, Nov, 2011",1475.16ml,$7426.74
"Abril 18, 1998",166.79L,¥9866.48
"Marzo 9, 1965",835.04L,GBP 7956.41
21-01-2025,1307.6L,GBP 7159.61
"Oct 11, 2018",118.65ml,$3783.17
"17, Feb, 1972",79.32ml,EUR 3962.9
10-12-1972,1897.78L,GBP 166.12
03/29/1953,1879.65L,USD 5804.4
"Jul 18, 1942",943.51ml,JPY 5752.71
1990-07-10,52.09L,¥4210.3
24-09-1908,777.63L,JPY 2496.0
07/19/2013,1186.11ml,USD 841.13
1918-09-17,393.34L,€5079.89
1947-11-25,1541.52ml,USD 7548.52
1958-12-24,1198.38L,$6141.45
12/01/2010,425.05L,GBP 7143.77
"Nov 6, 1940",1952.15ml,¥4014.48
26-01-1904,817.86L,GBP 9443.87
"9, Abril, 1968",1855.55ml,USD 7934.78
29-10-1978,993.68L,EUR 1361.63
"Sep 3, 1926",94.69L,$5629.0
02/09/1960,255.27L,¥2369.47
2000-02-22,336.1L,$7823.66
1928-07-02,1802.31ml,GBP 782.93
"3, May, 1946",1684.4L,€7750.34
22-07-1943,482.28ml,EUR 5455.28
"Octubre 3, 1924",1728.74ml,£6191.25
10-12-1992,8.85ml,€639.15
1958-08-08,780.27L,$368.22
06/02/1935,1122.52ml,¥688.76
10-10-2019,1612.07L,£8897.7
28-05-1974,167.23ml,¥6017.2
06-06-1975,473.52ml,JPY 4706.73
2008-03-05,300.03ml,¥8714.47
1986-10-31,456.98ml,JPY 49.32
1950-10-20,20.88ml,JPY 8904.94
"12, Feb, 2013",1244.78ml,GBP 2241.07
01/30/1938,272.29L,USD 182.92
"Jul 15, 1945",1930.11ml,EUR 1196.42
09/15/1920,1925.05L,JPY 8008.5
11/30/2012,215.57ml,EUR 5276.84
1943-11-08,1662.27ml,$6484.27
12/14/1990,953.0ml,¥410.3
"16, Mar, 1916",1133.24L,JPY 468.6
12-11-1935,629.5ml,£5141.54
"May 23, 2002",50.73ml,JPY 5447.53
1985-05-30,1854.08ml,$4367.67
05/18/1948,738.07L,USD 9333.38
"Noviembre 22, 1999",27.06ml,USD 4160.81
"12, Diciembre, 1919",773.33ml,USD 9224.77
1957-11-01,1704.91L,USD 5672.59
1960-09-15,651.58ml,EUR 2799.0
2011-04-16,377.38L,GBP 1177.1
"21, Sep, 2012",1378.28L,¥7673.82
1956-08-16,396.17L,JPY 2680.8
1913-07-17,1062.54L,GBP 2436.89
05/09/1969,1455.79ml,¥7258.43
"6, Marzo, 1951",651.6L,USD 9300.88
"Ago 20, 1998",1891.59L,¥2512.76
14-01-1932,1815.35L,GBP 9972.71
"Mar 10, 1944",988.85L,¥8925.45
"Mayo 22, 1900",1477.91ml,€661.89
"18, Septiembre, 1986",1548.22ml,£5521.38
07-08-1930,1261.55ml,JPY 3749.23
13-01-1948,1516.5L,GBP 3873.86
04/14/2010,675.56L,JPY 1949.2
"14, Nov, 2004",1006.12ml,GBP 210.31
1935-09-10,414.31L,€523.21
05/02/1979,361.14ml,GBP 7818.44
"5, Mar, 1973",1339.84ml,£4473.71
"27, Jun, 1982",1223.08ml,GBP 5217.71
10/22/1994,370.47L,USD 3598.04
"21, Abr, 1991",1522.54L,¥7459.27
28-02-1923,672.53ml,JPY 1577.89
12/19/2016,1220.11ml,$1659.38
"Jun 20, 1908",861.98ml,$2643.47
29-04-2025,241.77ml,EUR 4410.99
05/24/2010,1494.72ml,JPY 1255.04
"30, Marzo, 2009",1859.69ml,£911.1
"Nov 30, 1986",1125.66L,¥2653.97
1916-03-26,521.67ml,¥7416.13
04-05-1909,1121.32ml,€3322.36
08/15/1920,59.97L,£5651.97
"24, Junio, 1937",1125.14ml,$9026.27
"10, Jul, 1934",547.5L,$3425.0
20-08-2006,278.77ml,GBP 4398.2
"Ene 23, 2013",1051.38ml,¥6804.41
1986-06-11,1302.28ml,€7841.6
07-01-1989,509.23ml,EUR 1195.1
05-12-2017,784.2ml,¥6061.63
"9, Abr, 1945",293.1L,£4558.5
1993-10-06,139.79L,GBP 7189.32
13-10-1953,1214.99L,EUR 2832.03
23-02-1987,1961.55L,EUR 4834.42
"Jul 7, 1985",585.0ml,EUR 4505.05
"29, Jun, 1980",966.74L,JPY 2579.19
"Ago 20, 1950",732.36ml,GBP 4687.6
"Oct 5, 1906",810.51ml,EUR 6191.75
1910-02-30,275.38L,USD 5305.93
1940-11-17,1341.21L,€5779.47
1956-08-27,1132.44ml,¥5349.56
"Nov 25, 1977",1232.23L,$2552.64
08/04/1941,200.17L,EUR 3142.79
09-09-1952,456.94ml,¥4358.09
1901-06-21,1153.51L,¥8561.3
1926-10-15,644.61L,EUR 2535.65
1965-11-30,1899.69L,USD 2242.71
"Mar 8, 1916",1759.59ml,$204.93
"Mar 26, 1912",608.4L,EUR 6932.95
"22, Enero, 1931",953.06L,¥4692.61
01/21/1969,1525.32ml,£6765.74
"10, May, 1923",1466.61ml,€3482.25
"13, Julio, 1994",980.39L,JPY 1873.3
"9, Octubre, 1950",527.18ml,GBP 7572.09
09/20/2002,51.13ml,USD 3693.07
07/04/1992,1665.36L,$2972.36
"Oct 10, 1948",74.76ml,¥5351.68
"Junio 24, 1965",491.27ml,$2963.12
04/01/1986,1472.16ml,¥8299.81
"4, Oct, 1976",1646.31L,GBP 2383.82
24-11-1933,1962.28L,$2582.0
1972-11-22,1090.97ml,USD 711.19
13-12-1998,286.06L,£9340.17
1918-03-25,889.56ml,USD 1045.36
"May 5, 1976",562.91L,EUR 4022.11
"15, Oct, 1945",231.3ml,£1453.17
12/05/2009,901.3ml,USD 49.16
"29, Ago, 2011",697.51ml,$3143.96
"22, Ene, 1963",235.86L,USD 332.88
07/16/2012,1443.78L,€6319.67
"31, Diciembre, 1967",1042.43L,EUR 1999.43
1906-09-06,320.33L,JPY 2833.42
1985-12-08,1784.8ml,JPY 8767.08
"2, Mar, 1900",1225.39ml,GBP 6072.47
30-03-1962,566.08ml,GBP 4699.54
2018-03-12,1991.35ml,£5080.66
1914-07-12,1211.82ml,€3288.72
"17, Junio, 1944",1447.28L,USD 8992.78
03-10-1938,1248.16ml,€8114.83
07/21/1974,1537.22L,GBP 5721.29
1983-01-11,1638.63ml,€3790.49
"4, Julio, 2008",66.08ml,USD 8245.99
1970-10-09,508.09ml,¥8333.91
04/19/1989,1594.76ml,¥5953.33
1963-03-11,1143.46ml,¥3601.56
2012-04-09,315.76L,EUR 2299.45
"Sep 3, 1995",1047.22L,$8302.63
03/17/1990,1303.79ml,£6331.9
"10, Julio, 1904",365.83L,JPY 8349.11
19-10-2005,37.44L,USD 8265.3
13-12-2011,221.52ml,$9785.23
1964-04-07,1834.79ml,JPY 2156.66
1979-02-01,591.08ml,USD 4734.68
"Abril 24, 1992",379.42ml,$7405.67
08/14/1992,150.64L,$5113.51
26-10-1928,211.91ml,$235.72
1968-07-03,350.85ml,€1128.01
"Oct 10, 1957",1619.72ml,¥3669.21
"Agosto 13, 1925",639.08ml,$5970.51
"19, Abr, 1911",33.07ml,¥2806.61
1985-01-08,1077.0L,EUR 4887.3
"Agosto 27, 1930",1798.49L,JPY 7313.26
"23, Noviembre, 1918",1944.3L,USD 4646.32
04/28/1977,808.81L,$563.44
07-03-2004,1742.64L,EUR 4949.31
03/27/1938,1985.11L,USD 723.6
"Abril 20, 1959",629.16ml,€3528.28
"Julio 15, 1938",1795.61ml,GBP 2865.54
"11, Dic, 1969",1516.34ml,USD 2262.09
02/03/1959,893.86ml,¥9986.06
1974-02-01,1200.29L,JPY 5276.48
"Jul 19, 1996",1666.93L,£7655.15
1922-12-28,388.12L,USD 1277.12
"Ago 23, 2014",877.25L,USD 5952.97
"Noviembre 1, 1961",1545.8L,JPY 4593.19
"Ago 11, 1909",1706.25L,$5378.28
10/03/1921,1145.56ml,¥5906.94
02/30/1915,1273.04L,€8923.42
29-01-1929,316.08L,EUR 7130.64
03/03/1923,1126.26L,¥8276.25
"Abril 16, 1977",367.24ml,€8124.9
29-05-1904,820.59L,JPY 329.02
"18, Sep, 1984",594.51ml,€1882.72
1926-05-18,1630.69ml,JPY 2249.11
"31, Diciembre, 1966",1628.5L,€6688.56
11/17/1986,73.39ml,EUR 1696.67
1923-06-24,243.03ml,USD 7914.62
"21, Agosto, 2014",797.64ml,$5656.72
1919-02-12,1986.53ml,$7751.12
02/22/1909,774.12ml,USD 8814.58
"12, Marzo, 1906",1992.44ml,$954.77
"Abril 20, 1922",515.35ml,¥7646.65
1951-05-09,1554.44L,JPY 7259.76
"24, Sep, 1984",111.57L,JPY 4061.58
2015-05-24,1292.17L,¥3567.36
